Asignatura;Identificador;TituloIndice;Enunciado;Opciones;RespuestaCorrecta;Comentario;Anulada;Imagen;Dificultad
VASCULAR;MIR 2014-2015, P227;1. La Isquemia Arterial Crónica;El síndrome aórtico agudo incluye entidades como la disección aórtica, el hematoma intramural aórtico y la úlcera aterosclerótica penetrante. Respecto a las consideraciones diagnósticas y terapéuticas de esta entidad, señale la afirmación CORRECTA:;1. Actualmente, en nuestro medio, el diagnóstico de esta patología se establece rutinariamente mediante arteriografía percutánea. | 2. La tomografía computarizada no es una buena técnica de imagen para su diagnóstico. | 3. Las técnicas ecocardiográficas no suelen aportar datos de interés en el diagnóstico y estudio de estas entidades nosológicas. | 4. Se considera disección o hematoma intramural aórtico tipo A de Stanford cuando está afectada la aorta ascendente sea cual fuese el lugar de origen de la lesión o su extensión. | 5. La indicación quirúrgica de una disección aórtica es independiente de la afectación de la aorta ascendente;4;--;NO;--;FACIL
VASCULAR;MIR 2017-2018, P69;1. La Isquemia Arterial Crónica;Señale la respuesta FALSA en relación al tratamiento quirúrgico de los aneurismas de aorta torácica:;1. La sustitución de la aorta aneurismática por un injerto está indicada cuando el diámetro de la aorta ascendente es mayor de 4,5 cm. | 2. En pacientes con diagnóstico de enfermedad de Marfan o válvula aórtica bicúspide, se considerará el tratamiento quirúrgico cuando la aorta tenga entre 4 y 5 cm de diámetro. | 3. Se considera necesario intervenir sobre la aorta torácica descendente aneurismática si su diámetro es superior a 6 cm. | 4. Se recomienda sustituir la aorta aneurismática cuando, en un periodo de 1 año, se observa un incremento del diámetro del aneurisma de más de 1 cm;1;--;NO;--;FACIL
VASCULAR;MIR 2018-2019, P10;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº10 La imagen de TC sin administración de contraste es característica de:;1. Trombosis mural aórtica. | 2. Hematoma intramural aórtico. | 3. Disección aórtica tipo B. | 4. Úlcera penetrante aórtica.;2;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2018-2019,_P10_p26_1.png;FACIL
VASCULAR;MIR 2020-2021, P13;1. La Isquemia Arterial Crónica;Pregunta asociada a la imagen 13. Mujer de 50 años, hipertensa, que acude a urgencias porque, estando previamente bien, presentó un dolor súbito muy intenso en región torácica interescapular y en epigastrio, irradiado en cinturón. No refiere otra patología asociada. Ante el corte sagital con contraste de TC que se adjunta, ¿cuál de los siguientes diagnósticos sospecha?:;1. Disección de aorta. | 2. Rotura de aorta. | 3. Hematoma intramural de aorta. | 4. Úlcera aórtica arteriosclerosa penetrante;1;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2020-2021,_P13_p27_1.png;MEDIO
VASCULAR;MIR 2020-2021, P133;1. La Isquemia Arterial Crónica;En relación con los aneurismas de arteria poplítea:;1. Cuando se sospechan por palpación de un pulso poplíteo amplio la ecografía es la prueba diagnóstica de elección. | 2. El riesgo de rotura aneurismática es alto. | 3. El edema por compresión de la vena poplítea es la manifestación más frecuente. | 4. Son más frecuentes en mujeres que en varones en una proporción 2:1;1;--;NO;--;FACIL
VASCULAR;MIR 2021-2022, P2;1. La Isquemia Arterial Crónica;Pregunta asociada a la imagen 2. Varón de 20 años, de constitución longilínea, que presenta desde hace unos 15 meses disnea de grandes esfuerzos que progresa a pequeños esfuerzos, con palpitaciones y dolor precordial. Fallece de forma súbita subiendo escaleras. En la necropsia se encuentra un vaso con la imagen de la figura. De las siguientes ¿cuál es la enfermedad más probable?:;1. Embolia pulmonar. | 2. Traumatismo torácico con afectación de la aorta y el corazón. | 3. Necrosis quística de la media y síndrome de Marfan. | 4. Síndrome dislipémico familiar con grave aterosclerosis;3;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2021-2022,_P2_p28_1.png;MEDIO
VASCULAR;MIR 2021-2022, P129;1. La Isquemia Arterial Crónica;Varón de 65 años que acude a urgencias por aparición de lesiones moteadas cianóticas en los dedos de ambos pies. Antecedentes personales: tabaquismo, hipertensión arterial y dislipemia. Rx tórax: ensanchamiento mediastínico. AngioTC tóraco-abdómino-pélvica: aneurisma de aorta torácica descendente de 7 cm de diámetro, distal a arteria subclavia izquierda y con trombo mural. De las siguientes, señale la opción correcta:;1. Está indicado el tratamiento con estatinas para estabilizar el trombo. | 2. Es necesaria la realización de una aortografía diagnóstica urgente. | 3. En la cirugía se sustituye el segmento aneurismático por una prótesis tubular con reimplante de los troncos supraaórticos. | 4. Está indicado el implante de una endoprótesis torácica;4;--;NO;--;MEDIO
VASCULAR;MIR 2023-2024, P11;1. La Isquemia Arterial Crónica;Pregunta asociada a la imagen 11. Hombre de 52 años que consulta por dolor centrotorácico desgarrador de 30 minutos de duración. A la exploración está inquieto y sudoroso. La tensión arterial es de 190/110 mmHg en ambos brazos. A la auscultación no hay soplos cardiacos ni estertores crepitantes. El electrocardiograma está en ritmo sinusal a 90 latidos por minuto sin alteraciones de la repolarización. En la angioTC torácica se observa la imagen que se adjunta. ¿Cuál es el diagnóstico más probable?:;1. Hematoma intramural. | 2. Úlcera penetrante arteriosclerótica. | 3. Pseudoaneurisma de aorta. | 4. Disección de aorta tipo A de Stanford;4;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2023-2024,_P11_p29_1.png;MEDIO
VASCULAR;MIR 2013-2014, P23;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº12 Una mujer de 88 años de edad con antecedentes de demencia tipo Alzheimer, insuficiencia mitral y fibrilación auricular persistente, ingresa en un hospital por un deterioro de su estado general que se atribuye a una infección urinaria. Las vías venosas periféricas no son accesibles y se opta por canalizar una vena central a través de una vena periférica (vena cefálica) guiado por ecografía. Una vez realizada la técnica, se comprueba que por el catéter refluye la sangre de forma normal. La paciente no ha presentado complicaciones durante la maniobra y posteriormente se realiza una radiografía de control del catéter. ¿Dónde le parece que se ha ubicado el extremo distal del catéter?;1. Vena subclavia derecha. | 2. Vena yugular derecha. | 3. Vena cava superior. | 4. Vena basílica derecha. | 5. Tronco braquiocefálico;4;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2013-2014,_P23_p30_1.png;DIFICIL
VASCULAR;MIR 2013-2014, P24;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº12 ¿Cuál es la actitud más razonable en este momento?:;1. Retirar todo el catéter y volverlo a introducir. | 2. Extraer unos 10 cm el catéter e instaurar el tratamiento oportuno. | 3. Canalizar otra vía venosa central por la yugular. | 4. Dejarlo como está porque se puede utilizar para monitorizar presión venosa central. | 5. No podemos utilizar el catéter porque ha perforado la vena y se localiza en pulmón;2;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2013-2014,_P24_p30_1.png;FACIL
VASCULAR;MIR 2006-2007, P17;1. La Isquemia Arterial Crónica;De las siguientes afirmaciones sobre la isquemia mesentérica aguda, señale la INCORRECTA:;1. La causa más frecuente es un émbolo cardiógeno. | 2. La embolia suele ser distal al origen de la arteria mesentérica superior. | 3. La trombosis venosa es de difícil diagnóstico precoz. | 4. La isquemia no oclusiva tiene el mejor pronóstico. | 5. La cirugía precoz ofrece la mejor oportunidad de tratamiento eficaz;4;--;NO;--;FACIL
VASCULAR;MIR 2006-2007, P236;1. La Isquemia Arterial Crónica;A pesar de que pueden haber variaciones anatómicas, lo habitual es que el ciego sea irrigado por una rama arterial que proviene de una de las siguientes arterias:;1. Ilíaca derecha. | 2. Mesentérica inferior. | 3. Hepática derecha. | 4. Mesentérica superior. | 5. Hemorroidal superior;4;--;NO;--;FACIL
VASCULAR;MIR 2012-2013, P201;1. La Isquemia Arterial Crónica;La vena porta está formada por la confluencia de varias venas. De las respuestas que se ofrecen ¿Cuál es la verdadera?;1. Vena mesentérica superior, vena gástrica izquierda y vena gastro-omental izquierda. | 2. Vena mesentérica inferior, vena gástrica izquierda y vena renal. | 3. Vena esplénica, vena mesentérica superior y vena mesentérica inferior. | 4. Vena esplénica, venas pancreato-duodenales y vena omental izquierda. | 5. Venas pancreato-duodenales, vena mesentérica superior y vena mesentérica inferior;3;--;NO;--;FACIL
VASCULAR;MIR 2014-2015, P203;1. La Isquemia Arterial Crónica;Revisando la angio-TC de un hombre de 70 años en estudio por aneurisma de aorta abdominal el radiólogo informa de la presencia de una oclusión completa de la arteria mesentérica inferior. El paciente se encuentra completamente asintomático. La oclusión de la arteria mesentérica inferior cursa de manera asintomática en muchas ocasiones ya que el territorio que irriga puede recibir flujo proveniente de:;1. La arteria cólica media. | 2. La arteria gastroduodenal. | 3. La arteria epigástrica inferior izquierda. | 4. La arteria esplénica. | 5. La arteria gastroepiploica;1;--;NO;--;MEDIO
VASCULAR;MIR 2015-2016, P4;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº4 Mujer de 65 años. Consulta por síndrome constitucional asociado a dolor abdominal epigástrico progresivo irradiado a espalda, de dos meses de evolución. El diagnóstico de sospecha de adenocarcinoma de páncreas se confirma por biopsia guiada por ecoendoscopia. Se realiza TC de abdomen tras administración de contraste intravenoso para valoración de estructuras vasculares próximas al tumor pancreático, a fin de establecer su posible afectación. (ver imagen). ¿Qué estructura vascular está ausente, trombosada por infiltración tumoral, condicionando circulación colateral en la pared gástrica?;1. Vena mesentérica superior. | 2. Vena coronaria estomáquica. | 3. Vena esplénica. | 4. Vena porta;3;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2015-2016,_P4_p33_1.png;MEDIO
VASCULAR;MIR 2016-2017, P3;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº3 ¿Cuál de las siguientes corresponde a la arteria mesentérica superior?;1. 1. | 2. 2. | 3. 3. | 4. 4;2;--;NO;--;FACIL
VASCULAR;MIR 2017-2018, P36;1. La Isquemia Arterial Crónica;En relación con la anatomía de la vena porta una de las siguientes afirmaciones es FALSA:;1. Anatómicamente se forma por detrás del cuello del páncreas. | 2. Al igual que muchas otras venas del organismo, sus paredes tienen válvulas. | 3. En el hilio hepático suele estar detrás de la arteria hepática. | 4. Su bifurcación presenta menos variantes anatómicas que los conductos biliares;2;--;NO;--;MEDIO
VASCULAR;MIR 2017-2018, P76;1. La Isquemia Arterial Crónica;Mujer de 78 años con demencia e institucionalizada es traída por sus cuidadores por dolor abdominal importante con deterioro del estado general y distensión abdominal. Analítica con leucocitosis, hematocrito elevado, insuficiencia renal y acidosis metabólica. El ECG muestra fibrilación auricular. La tomografía abdominal detecta asas de intestino delgado edematizadas, con neumatosis intestinal y portal. El diagnóstico más probable es:;1. Perforación de ulcus gástrico o duodenal. | 2. Íleo biliar. | 3. Neoplasia obstructiva de sigma con perforación. | 4. Isquemia mesentérica;4;--;NO;--;MEDIO
VASCULAR;MIR 2019-2020, P16;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº16 Mujer de 94 años que acude a urgencias por dolor abdominal difuso e intenso de 12 horas de evolución y defensa abdominal. Entre sus antecedentes destaca cardiopatía isquémica crónica, fibrilación auricular persistente y enfermedad renal crónica. A raíz de los hallazgos de la radiografía de abdomen indique la actitud a seguir:;1. Ecografía urgente como test de cribado inicial, si es normal no son necesarios más estudios radiológicos. | 2. Radiografía de abdomen en bipedestación o decúbito lateral izquierdo para valorar presencia de gas ectópico. | 3. TC abdominopélvico con contraste intravenoso con protocolo de angio-TC por sospecha de isquemia mesentérica. | 4. Arteriografía para descartar oclusión aguda de arteria mesentérica;3;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2019-2020,_P16_p36_1.png;MEDIO
VASCULAR;MIR 2020-2021, P134;1. La Isquemia Arterial Crónica;Varón de 63 años, con antecedentes de hipertensión arterial, síndrome de Sjögren y revascularización ilio-femoral izquierda (tromboendarterectomía). Presenta pérdida de peso de 10 kg y dolor abdominal grave tras la ingesta. La angioTC abdominopélvica muestra estenosis grave de tronco celíaco y de arteria mesentérica superior. Señale la respuesta FALSA:;1. La exploración física revela frecuentemente signos de malnutrición y un soplo abdominal. | 2. El tratamiento consiste en tromboembolectomía con sonda de Fogarty. | 3. La ecografía Doppler (duplex) es una exploración no invasiva útil para el diagnóstico. | 4. La angioplastia con stent de los troncos viscerales es una opción terapéutica con una tasa de éxito del 80 %;2;--;NO;--;MEDIO
VASCULAR;MIR 2020-2021, P159;1. La Isquemia Arterial Crónica;El tratamiento quirúrgico de elección de la compresión vascular del duodeno, conocida también como síndrome de la arteria mesentérica superior o síndrome de Wilkie, es:;1. La división del ligamento de Treitz. | 2. La duodenoyeyunostomía. | 3. El cambio de la posición del duodeno. | 4. El bypass de la arteria mesentérica superior;2;--;NO;--;FACIL
VASCULAR;MIR 2007-2008, P85;1. La Isquemia Arterial Crónica;Paciente de 40 años que acude al Servicio de Urgencias tras sufrir un traumatismo directo sobre el brazo izquierdo al caerse de la motocicleta. La exploración clínica es la siguiente: dolor, movilidad anormal e impotencia funcional en la zona media del brazo, pulsos distales humeral y radial presentes, imposibilidad para realizar la extensión activa de la muñeca y de dos, e hipoestesia en la zona dorsal del primer dedo y del primer espacio interdigital. Las radiografías muestran una fractura conminuta del tercio medio del húmero. ¿Cuál es la lesión asociada más probable que presenta?:;1. Lesión arteria humeral y nervio mediano. | 2. Lesión nervio cubital. | 3. Lesión nervio radial. | 4. Lesión nervio mediano. | 5. Lesión nervios radial y mediano;3;--;NO;--;MEDIO
VASCULAR;MIR 2007-2008, P240;1. La Isquemia Arterial Crónica;Paciente de 18 años que acude a urgencias por presentar sangrado pulsátil a nivel de muñeca derecha después de corte accidental con un cristal. A su llegada a urgencias se coloca manguito de presión en brazo derecho a una presión de 120 mmHg con disminución y desaparición del sangrado. Indique cuál de las siguientes afirmaciones es correcta:;1. El sangrado es probable que sea debido a la sección de la arteria cubital localizada en el margen lateral de la muñeca. | 2. El sangrado es secundario a la sección accidental de la arteria humeral. | 3. Posiblemente la sección de la arteria radial es la causante del sangrado pulsátil. | 4. La vena cefálica, medial al tendón del músculo palmar mayor debe ser la causante del san grado. 5. La vena basílica es la estructura vascular más frecuentemente seccionada ante un paciente con esta sintomatología;3;--;NO;--;MEDIO
VASCULAR;MIR 2013-2014, P134;1. La Isquemia Arterial Crónica;Ante un paciente de 23 años que acude a urgencias un viernes de madrugada tras una pelea callejera, con signos claros de enolismo y lesión por arma blanca (apuñalado) a nivel de III espacio intercostal derecho a 3 mm del margen esternal sangrando activamente y hemodinámicamente inestable asociado a hipofonesis marcada de todo hemitórax derecho. ¿Qué estructura de las siguientes debe pensar que puede estar lesionada?;1. Arteria carótida primitiva derecha. | 2. Arteria torácica interna derecha. | 3. Arteria subescapular derecha. | 4. Arteria tiroidea superior derecha. | 5. Arteria tímica superior derecha;2;--;NO;--;MEDIO
VASCULAR;MIR 2007-2008, P37;1. La Isquemia Arterial Crónica;Señale la sobre la cirugía de la trombosis venosa:;1. Cuando afecta al cayado de la safena interna puede ligarse éste por debajo del trombo y evitarse así la anticoagulación. | 2. La anticoagulación es obligatoria cuando se practica la extirpación del sistema superficial. | 3. El tratamiento quirúrgico de las varices de miembros inferiores requiere el ingreso hospitalario de los pacientes. | 4. El edema y las úlceras son complicaciones poco frecuentes de las varices. | 5. No es bueno administrar antiinflamatorios tópicos en las varices superficiales;IMPUGNADA;--;NO;--;FACIL
VASCULAR;MIR 2012-2013, P87;1. La Isquemia Arterial Crónica;Mujer de 70 años, hipertensa y diabética que ha trabajado de dependienta toda su vida. Consulta por una lesión maleolar interna en la pierna derecha con intenso dolor durante todo el día que empeora durante la noche. A la exploración destacan cordones varicosos no complicados en ambas extremidades y pulsos femorales y poplíteos normales con ausencia de distales. ¿Qué exploración deberíamos realizar en primer lugar?;1. Eco-doppler venoso de miembros inferiores. | 2. Angiorresonancia de miembros inferiores. | 3. Arteriografía. | 4. Indice tobillo-brazo. | 5. AngioTC;4;--;NO;--;MEDIO
VASCULAR;MIR 2024-2025, P106;1. La Isquemia Arterial Crónica;Mujer de 46 años que tras 10 años de mastectomía derecha con vaciamiento ganglionar seguida de quimioterapia y radioterapia presenta linfedema de brazo derecho de larga evolución con importante edema y empastamiento, sin signos de celulitis. ¿Cuál de las siguientes medidas terapéuticas NO está recomendada?;1. Realización de actividad física con elevación del miembro superior derecho. | 2. Terapia física con fisioterapia descongestiva. | 3. Diuréticos para reducir edema. | 4. Liposucción;3;--;NO;--;MEDIO
VASCULAR;MIR 2006-2007, P36;1. La Isquemia Arterial Crónica;Un hombre de 52 años de edad es valorado porque tiene una pierna caliente, hinchada e historia de traumatismo en dicha pierna, hace dos semanas, mientras se encontraba de viaje. Ya tuvo dolor en la pierna durante el viaje en avión de regreso a su domicilio. Padece de hipertensión arterial que trata con metropolol. No toma otros medicamentos. No fuma. No tiene antecedentes familiares de enfermedad tromboembólica. El Doppler de la pierna muestra un trombo de la vena poplítea. ¿Cuál de las siguientes pautas de duración del tratamiento anticoagulante es la más adecuada para este paciente?:;1. 1 mes. | 2. 2 meses. | 3. 6 meses. | 4. 2 años. | 5. Toda la vida;3;--;NO;--;MEDIO
VASCULAR;MIR 2007-2008, P48;1. La Isquemia Arterial Crónica;Mujer de 70 años que acude a urgencias por cuadro sincopal. Intervenida de neoplasia de colón hace 2 semanas. En la exploración: presión venosa a 4 cm sobre horizontal, 102 latidos por minuto, 35 respiraciones por minuto. Ta: 37,8º C, dolorimiento abdominal difuso, resto de exploración sin datos patológicos, pulsioximetria: saturación de oxígeno basal: 86%. ECG: ritmo sinusal a 100 lpm, inversión de ondas T de V1 a V4. Radiografía de tórax: elevación de hemidiafragma izquierdo con pinza miento seno costofrénico. ¿Cuál es el diagnóstico más probable?:;1. Infección respiratoria. | 2. Infarto de miocardio con Síndrome de Dressler. | 3. Taponamiento cardíaco. | 4. Tromboembolismo pulmonar masivo. | 5. Dehiscencia de sutura con distress respiratorio;4;--;NO;--;MEDIO
VASCULAR;MIR 2007-2008, P116;1. La Isquemia Arterial Crónica;¿Cuál de las siguientes afirmaciones sobre el tratamiento de la trombosis venosa profunda (TVP) es FALSA?:;1. En pacientes con TVP confirmada objetiva mente, recomendamos tratamiento agudo con heparina de bajo peso subcutánea o heparina no fraccionada. | 2. Para pacientes con elevada sospecha clínica de trombosis, se recomienda tratamiento anticoagulante mientras se espera el resultado de las pruebas diagnósticas. | 3. El tratamiento con heparina se dice debe controlarse realizando TPT (tiempo parcial de tromboplastina). | 4. Se recomienda iniciar la administración de anticoagulantes orales junto con heparina en el primer día del tratamiento, e interrumpir la administración de heparina cuando el INR sea estable y superior a 2. | 5. En los pacientes tratados con heparina de bajo peso es necesario hacer mediciones sistemática cas de la actividad antiXa con el fin de ajustar la dosis;5;--;NO;--;FACIL
VASCULAR;MIR 2007-2008, P236;1. La Isquemia Arterial Crónica;Las siguientes estructuras desembocan en la aurícula derecha, EXCEPTO:;1. Vena cava superior. | 2. Vena cava inferior. | 3. Seno coronario. | 4. Vena pulmonar derecha. | 5. Venas cardiacas anteriores;4;--;NO;--;FACIL
VASCULAR;MIR 2008-2009, P37;1. La Isquemia Arterial Crónica;En relación con la trombosis venosa de miembros inferiores, ¿cuál de las siguientes afirmaciones es FALSA?:;1. En los pacientes sintomáticos, el edema y dolor son frecuentes. | 2. El signo de Homanns es inespecífico. | 3. La elevación en sangre del dímero-D es específico. | 4. Puede confundirse con la rotura de un quiste poplíteo. | 5. La dilatación de las venas superficiales puede ser otro signo de trombosis venosa;3;--;NO;--;FACIL
VASCULAR;MIR 2008-2009, P117;1. La Isquemia Arterial Crónica;En la enfermedad tromboembólica venosa en el paciente con trombofilia. Es FALSO que:;1. Suele manifestarse a edades más precoces. | 2. Suele ser causa de enfermedad tromboembólica recidivante. | 3. Debe sospecharse en caso de antecedentes familiares positivos. | 4. Es indicación de heparina no fraccionada. | 5. Puede requerir tratamientos más prolongados;4;--;NO;--;MEDIO
VASCULAR;MIR 2008-2009, P236;1. La Isquemia Arterial Crónica;¿Cuál de las siguientes venas no pertenece al territorio venoso profundo?:;1. Safena interna. | 2. Femoral superficial. | 3. Femoral común. | 4. Ilíaca. | 5. Peronea;1;--;NO;--;FACIL
VASCULAR;MIR 2009-2010, P57;1. La Isquemia Arterial Crónica;El síndrome de vena cava superior:;1. No es una urgencia oncológica. | 2. Los datos clínicos no suelen ser expresivos. | 3. La radiografía simple de tórax no permite sospecharlo en la mayoría de las ocasiones. | 4. El 85% de los casos se deben a la existencia de un cáncer de pulmón. | 5. No responde al tratamiento con radioterapia;4;--;NO;--;MEDIO
VASCULAR;MIR 2009-2010, P58;1. La Isquemia Arterial Crónica;Un hombre de 78 años de edad es remitido al hospital por presentar unas horas antes en su domicilio disnea de comienzo brusco. Había sido intervenido quirúrgicamente para implantación de prótesis total de cadera tres semanas antes. El paciente estuvo tratado con heparina de bajo peso molecular a dosis profilácticas hasta el alta hospitalaria. No presentaba fiebre, expectoración ni ningún otro síntoma acompañante. En la exploración física existía TA 150/90, taquicardia a 110 lat por mn y taquipnea siendo el resto normal. Como único antecedente patológico cinco años antes tuvo un episodio de trombosis venosa profunda de miembro inferior derecho. ¿Cuál es la actitud inicial correcta?:;1. Se debe realizar un estudio complejo para llegar a un diagnóstico inicial, pudiendo descartarse de entrada la existencia de embolia de pulmón dado que se realizó tratamiento profiláctico con heparina tras la cirugía. | 2. Aunque la probabilidad clínica de embolia de pulmón es baja debe realizarse una TAC de arterias pulmonares para descartarla, antes de iniciarse ningún tratamiento. | 3. Debe realizarse la determinación dímero D y si es positiva iniciarse tratamiento con heparina. | 4. La probabilidad clínica de embolia de pulmón es alta debiendo iniciarse tratamiento con heparina y después realizar con una TAC de arterias pulmonares para confirmar el diagnóstico. | 5. El paciente probablemente padece una embolia de pulmón y debe iniciar tratamiento fibrinolítico;4;--;NO;--;MEDIO
VASCULAR;MIR 2009-2010, P112;1. La Isquemia Arterial Crónica;¿Cuál de las siguientes afirmaciones relativas a los fármacos anticoagulantes es cierta?:;1. Los cumarínicos tienen pocas interacciones farmacológicas. | 2. El tratamiento de la trombocitopenia inducida por heparina consiste en la disminución de la dosis de heparina. | 3. Los cumarínicos son seguros durante todo el embarazo. | 4. El test más utilizado para el control de la heparina no fraccionada es el TTPA (tiempo de tromboplastina parcial activada). | 5. El fondaparinux es un nuevo anticoagulante de administración oral;4;--;NO;--;FACIL
VASCULAR;MIR 2010-2011, P86;1. La Isquemia Arterial Crónica;Mujer de 25 años gestante de 9 semanas. Acude a Urgencias por presentar tumefacción de la pantorrilla izquierda de dos días de evolución. Eco-doppler venoso de miembros inferiores: ocupación de la vena poplítea femoral superficial y femoral profunda del miembro inferior izquierdo por material ecogénico con mala compresibilidad de dichos vasos. ¿Cuál sería el tratamiento más adecuado?;1. Heparina de bajo peso molecular solapada con dicumarínicos al menos los 5 primeros días, hasta obtener INR entre 2 y 3. Después, dicumarínicos solos. | 2. Sólo heparina de bajo peso molecular mientras dure el embarazo, pasando a dicumarínicos tras el parto si es preciso prolongar el tratamiento. | 3. Sólo dicumarínicos desde el principio. | 4. Fibrinolisis con activador tisular del plasminógeno (tPA). | 5. Los anticoagulantes están contraindicados en el embarazo. Sólo medias de compresión fuerte;2;--;NO;--;MEDIO
VASCULAR;MIR 2010-2011, P217;1. La Isquemia Arterial Crónica;En condiciones de salud las células endoteliales vasculares dificultan la formación de trombos a través de la producción de las siguientes sustancias excepto:;1. Angiotensina II. | 2. Prostaciclina. | 3. Glucosaminoclucano de heparín-sulfato. | 4. Trombomodulina. | 5. Óxido nítrico;1;--;NO;--;FACIL
VASCULAR;MIR 2011-2012, P100;1. La Isquemia Arterial Crónica;De todas las siguientes, ¿cúal es la complicación que puede observarse en los enfermos que reciben heparina?;1. Insuficiencia renal aguda. | 2. Anemia hemolítica autoinmune. | 3. Trombosis venas suprahepáticas. | 4. Síndrome leucoeritroblástico. | 5. Plaquetopenia;5;--;NO;--;FACIL
VASCULAR;MIR 2011-2012, P101;1. La Isquemia Arterial Crónica;Mujer de 25 años de edad que acude a consulta porque desea quedar embarazada y quiere saber qué tratamiento debe realizar durante el eventual embarazo, ya que es portadora del Factor V Leiden en heterocigosis. Nunca ha tenido ningún fenómeno trombótico. Se realizó la determinación del mencionado factor como estudio familiar tras un episodio de embolia del pulmón en un hermano. ¿Qué tratamiento se debe aconsejar?;1. Dado que la gestación es un estado protrombótico, existiría alto riesgo de tromboembolia venosa por lo que se debe desaconsejar el embarazo. | 2. Se debe realizar tratamiento con heparina de bajo peso molecular a dosis profilácticas en el puerperio inmediato siendo opcional realizar igual tratamiento durante el embarazo. | 3. El Factor V Leiden en heterocigosis es una trombofilia de bajo riesgo y no hay necesidad de ningún tratamiento en el embarazo y puerperio. | 4. Se debe aconsejar aspirina a bajas dosis durante todo el embarazo y puerperio. | 5. Debe realizar tratamiento con fármacos antivitamina K (Acenocumarol) durante el embarazo;2;--;NO;--;MEDIO
VASCULAR;MIR 2012-2013, P95;1. La Isquemia Arterial Crónica;"Una mujer de 63 años de edad, ingresada en el hospital para tratamiento quirúrgico de un cáncer de colon presenta dolor pleurítico en hemitórax izquierdo y disnea de comienzo brusco. A la exploración la enferma está taquipneica, con signos de mala perfusión periférica y TA sistólica de 70 mm Hg. Un ECG muestra inversión de la onda ""T"" de V1 a V4. ¿Cuál es la conducta clínica más adecuada para realizar a continuación?";1. Pautar morfina, furosemida y dopamina y vigilar evolución. | 2. Se debe solicitar determinación de dímero D para confirmar o descartar el diagnóstico de embolia de pulmón. | 3. Hay alta sospecha de embolia de pulmón y se debe inicar tratamiento con heparina de bajo peso molecular sin realizar más estudios. | 4. Existe alta sospecha de embolia de pulmón masiva y se debe realizar angioTC para confirmarla y valorar tratamiento fibrinolítico. | 5. Se debe solicitar determinación de NTproBNP y Troponinas y conocer el resultado antes de realizar un nuevo procedimiento diagnóstico;4;--;NO;--;MEDIO
VASCULAR;MIR 2013-2014, P142;1. La Isquemia Arterial Crónica;Hombre de 65 años con antecedente de neoplasia de páncreas en curso de quimioterapia. Consulta en Urgencias por dolor y edema de todo el miembro inferior desde ingle. ¿Qué prueba diagnóstica es más coste-efectiva para confirmar la sospecha diagnóstica?;1. Dímero D. | 2. Resonancia magnética. | 3. Flebografía. | 4. Ecografía doppler venosa. | 5. TAC helicoidal;4;--;NO;--;MEDIO
VASCULAR;MIR 2014-2015, P210;1. La Isquemia Arterial Crónica;De los siguientes anticoagulantes cual es un inhibidor directo de la trombina:;1. Dabigatran. | 2. Apixaban. | 3. Ribaroxaban. | 4. Acenocumarol. | 5. Clopidogrel;1;--;NO;--;FACIL
VASCULAR;MIR 2016-2017, P94;1. La Isquemia Arterial Crónica;¿Indica cuál de las siguientes afirmaciones en referencia al factor V de Leiden es cierta?;1. Se trata de la resistencia del factor V a la acción de la proteína S. | 2. Es un trastorno adquirido que se asocia a la presencia de anticuerpos anticardiolipina. | 3. Su presencia ocasiona una prolongación del tiempo de tromboplastina parcial. | 4. Junto con la mutación de la protrombina constituye la predisposición trombótica de base genética más frecuente en nuestro medio;4;--;NO;--;FACIL
VASCULAR;MIR 2017-2018, P74;1. La Isquemia Arterial Crónica;La localización más frecuente de la trombosis venosa profunda es:;1. Plexos venosos de los músculos sóleos. | 2. Sector femoral en el muslo. | 3. Sector iliaco. | 4. Vena cava inferior;1;--;NO;--;FACIL
