Asignatura;Identificador;TituloIndice;Enunciado;Opciones;RespuestaCorrecta;Comentario;Anulada;Imagen;Dificultad
CARDIOLOGIA;MIR 2011-12, P50;7. Cardiopatía isquémica;Hombre de 72 años, exfumador, hipertenso y diabético. Antecedentes de ictus con paresia residual en el brazo izquierdo hace 4 meses. Acude al Servicio de Urgencias de un hospital comarcal con dolor precordial intenso de 2 horas de evolución, en la exploración física presenta piel fría y sudorosa, tensión arterial de 80 mmHg, electrocardiograma con elevación marcada del segmento ST en las derivaciones V1-V6, I y aVL. ¿Cuál de los siguientes tratamientos de reperfusión coronaria es el más adecuado?:;1. Fibrinolisis sistémica de forma inmediata en el hospital comarcal. | 2. Traslado inmediato a un centro terciario para tratamiento con fibrinolisis. | 3. Traslado inmediato a un centro terciario para procedimiento de revascularización percutánea. | 4. Estabilización hemodinámica y procedimiento de revascularización diferido. | 5. Tratamiento inmediato con fondaparinux y abciximab.;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2010-11, P48;7. Cardiopatía isquémica;Tras el alta hospitalaria en un paciente que ha sufrido un infarto agudo de miocardio todo lo siguiente está indicado EXCEPTO:;1. Tratamiento con betabloqueantes. | 2. Reposo. | 3. Control estricto de niveles de colesterol LDL. | 4. Antiagregantes plaquetarios. | 5. Abandono hábito tabáquico.;2;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2010-11, P122;7. Cardiopatía isquémica;Nos consultan para valorar a una mujer de 83 años que ha ingresado en el servicio de traumatología por una fractura de cadera hace 6 horas. Tiene antecedentes de hipertensión arterial, demencia moderada y vive en una residencia. Su tratamiento habitual es tiazida, atorvastatina, donepezilo y vitamina D. Antes de la fractura caminaba independientemente. Exploración: Paciente confusa, Pulso 90 lpm, frecuencia respiratorio 20 rpm, TA 170/88 mmHg, presión venosa yugular normal. El electrocardiograma muestra un ritmo sinusal sin alteraciones isquémicas. ¿Cuál de las siguientes es la actitud terapéutica más correcta?:;1. Retrasar la cirugía hasta que haya desaparecido el cuadro confusional. | 2. Retrasar la cirugía y realizar un ecocardiograma. | 3. Retrasar la cirugía hasta un buen control de la tensión arterial. | 4. Iniciar un betabloqueante y realizar la cirugía. | 5. Realizar osteosíntesis cerrada, evitando en todo caso la implantación de prótesis.;4;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2008-09, P28;7. Cardiopatía isquémica;Una vez superada la fase aguda del infarto de miocardio, en la fase de prevención secundaria, NO es uno de los objetivos del tratamiento:;1. Interrumpir la progresión de la enfermedad coronaria. | 2. Prevenir la muerte súbita y el reinfarto. | 3. Controlar los síntomas, si los hubiere. | 4. Estimular el remodelado ventricular. | 5. Conseguir la rehabilitación funcional y laboral del paciente.;4;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2008-09, P29;7. Cardiopatía isquémica;Paciente varón de 56 años, estudiado por hipertensión arterial hace 9 años, momento en el que se evidenció un bloqueo de rama izquierda en el ECG y se inició tratamiento con un antagonista de los receptores de angiotensina con buen control tensional. Acude a la consulta del cardiólogo refiriendo desde hace 3 meses episodios ocasionales de molestias torácicas siempre al subir cuestas y que ceden al detener la marcha. El último de estos episodios le sucedió hace 10 días. ¿Cuál de las siguientes pruebas cree recomendada para la detección de isquemia miocárdica en este paciente?:;1. Radiografía de tórax. | 2. Tomografía axial computerizada (TAC) multicorte y angio-TAC. | 3. Coronariografía. | 4. ECG de esfuerzo en tapiz rodante. | 5. Gammagrafía cardiaca con talio-201 y dipiridamol.;5;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2008-09, P30;7. Cardiopatía isquémica;En términos de mortalidad, ¿cuál de los siguientes supuestos se beneficiaría MENOS de una coronariografía?:;1. Paciente de 50 años con angina de pequeño esfuerzo y disfunción severa de ventrículo izquierdo. | 2. Paciente de 50 años con dolor posiblemente anginoso, refractario a tratamiento médico, en el que no se demuestra isquemia en tests no invasivos. | 3. Paciente de 50 años en tratamiento médico por cardiopatía isquémica, que presenta angina ocasional de grandes esfuerzos y FEVI conservada. | 4. Paciente de 50 años, con angina en clase II y alteraciones de la contractilidad segmentaria del ventrículo izquierdo en un eco de estrés en múltiples segmentos. | 5. Paciente de 50 años sin angina, pero que se va a someter a una cirugía de reposición valvular aórtica.;3;--;NO;--;DIFICIL
CARDIOLOGIA;MIR 2007-08, P29;7. Cardiopatía isquémica;El mecanismo principal de acción de la tenecteplasa (TNK) en los síndromes coronarios agudos con elevación del segmento ST es:;1. Estimular el complejo protrombinasa y la formación de trombina. | 2. Estimular la conversión de plasminógeno en plasmina. | 3. Bloquear el receptor GP IIb/IIIa de las plaquetas. | 4. Inhibir la formación de trombina y plasminógeno. | 5. Estimular la producción de heparinoides.;2;--;NO;--;FACIL
CARDIOLOGIA;MIR 2007-08, P28;7. Cardiopatía isquémica;En relación con el empleo de la trombolisis en el infarto agudo de miocardio, señale la afirmación FALSA:;1. Es útil para disminuir el tamaño de la zona infartada. | 2. Es útil para disminuir las arritmias. | 3. Es útil para disminuir la mortalidad. | 4. Es útil para limitar la disfunción ventricular izquierda. | 5. Sólo es útil en las primeras horas post-infarto.;2;--;NO;--;FACIL
CARDIOLOGIA;MIR 2007-08, P76b;7. Cardiopatía isquémica;En relación al aumento de la prevalencia de la obesidad y de la inactividad física en la población, se ha incrementado la frecuencia de un trastorno denominado Síndrome metabólico. Señale cuál de las siguientes características NO forma parte del síndrome metabólico:;1. Hipertrigliceridemia. | 2. Hipertensión arterial. | 3. Hiperglucemia en ayunas. | 4. Aumento del perímetro de la cintura abdominal. | 5. Aumento de la concentración plasmática de colesterol-LDL.;5;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2007-08, P250;7. Cardiopatía isquémica;Lo de abajo mencionado respecto a la Resistencia a la insulina es cierto, EXCEPTO:;1. Su incidencia continúa decreciendo en países occidentales. | 2. Está relacionado con la obesidad. | 3. Se relaciona con niveles plasmáticos bajos de adiponectina. | 4. Hay hiperinsulinismo e hiperglucemia. | 5. Se relaciona con la falta de ejercicio muscular.;1;--;NO;--;FACIL
CARDIOLOGIA;MIR 2006-07, P24;7. Cardiopatía isquémica;Un paciente de 76 años, presentó un infarto de miocardio complicado hace 6 meses. Actualmente permanece estable con disnea de grado III. Ha sido tratado con medidas generales, AAS, IECAS, Betabloqueantes y estatinas, con buena adherencia terapéutica. El trazado ECG muestra Elevación del segmento ST de V1 a V4 puede sugerir la presencia de:;1. Trastorno avanzado de conducción ventricular. | 2. Preexcitación. | 3. Aneurisma ventricular. | 4. Comunicación interauricular. | 5. Intoxicación por betabloqueantes.;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2006-07, P25b;7. Cardiopatía isquémica;En un paciente con IC por cardiopatía isquémica crónica post infarto y disfunción sistólica, ¿cuál de las siguientes NO considera una contraindicación absoluta para la introducción de betabloqueantes?:;1. Insuficiencia cardiaca inestable. | 2. Enfermedad pulmonar crónica. | 3. Bloqueo A-V avanzado. | 4. Bradicardia sintomática. | 5. Broncoespasmo.;2;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2006-07, P29b;7. Cardiopatía isquémica;La indicación para el implante de un Desfibrilador Automático es correcta en todos menos uno de los siguientes supuestos:;1. Fibrilación Ventricular en paciente con Infarto de Miocardio previo. | 2. Fibrilación Ventricular en paciente con Infarto Agudo de Miocardio. | 3. Fibrilación Ventricular en el seno de una Miocardiopatía. | 4. Paciente de alto riesgo arrítmico en una familia con canalopatía. | 5. Síncope de origen no filiado en pacientes con arritmias ventriculares malignas inducibles en el Laboratorio de Electrofisiología.;2;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2005-06, P108;7. Cardiopatía isquémica;Paciente de 63 años en tratamiento a demanda con Citrato de Sildenafilo por presentar disfunción eréctil de años de evolución. Señale cuál de los siguientes fármacos NO asociaría en ningún caso a su tratamiento:;1. Amiodarona. | 2. Verapamilo. | 3. Digoxina. | 4. Indapamida. | 5. Mononitrato de Isosorbide.;5;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2005-06, P77b;7. Cardiopatía isquémica;¿Cuál de las siguientes alteraciones NO es un criterio para el diagnóstico de Síndrome metabólico?:;1. Nivel de triglicéridos mayor de 149 mg/dl. | 2. Nivel de HDL-Colesterol menor de 40 mg/dl en varones. | 3. Tensión arterial de 130/85 mmHg o superior. | 4. Glucosa en ayunas mayor de 109 mg/dl. | 5. Nivel de LDL-Colesterol mayor de 130 mg/dl.;5;--;NO;--;FACIL
CARDIOLOGIA;MIR 2005-06, P27;7. Cardiopatía isquémica;Se trata de un paciente de 78 años, ingresado en la Unidad Coronaria, en el tercer día de evolución de un infarto agudo de miocardio inferior que había cursado sin complicaciones. De forma súbita el paciente pierde la conciencia y presenta severa hipotensión y falta de pulso, con persistencia de complejos QRS en el monitor. En la exploración física aparecen cianosis e ingurgitación yugular. ¿Cuál sería su sospecha diagnóstica?;1. Shock hipovolémico agudo por hemorragia interna (seguramente gastrointestinal). | 2. Reinfarto de miocardio. | 3. Ruptura de músculo papilar de la válvula mitral.4. | 4. Ruptura del tabique interventricular.5. | 5. Ruptura de pared libre y taponamiento.;5;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2005-06, P34;7. Cardiopatía isquémica;Los pacientes en estado de choque presentan un marcado descenso de la presión arterial sistémica. Según la causa que motiva el estado de choque, la hipotensión arterial es debida a alteraciones en el gasto cardiaco y/o alteraciones en las resistencias vasculares sistémicas. Entre las siguientes, señale la respuesta correcta:;1. En el choque de origen séptico, el gasto cardiaco y las resistencias vasculares se hallan incrementadas. | 2. En el choque hemorrágico, el gasto cardiaco está elevado y las resistencias vasculares se hallan incrementadas. | 3. En el choque de origen cardiaco, el gasto cardiaco está reducido y las resistencias vasculares se hallan incrementadas. | 4. En el choque causado por una crisis tireotóxica, el gasto cardiaco está reducido y las resistencias vasculares se hallan incrementadas. | 5. En el choque por una insuficiencia hepática, el gasto cardiaco está reducido y las resistencias vasculares se hallan incrementadas.;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2005-06, P28;7. Cardiopatía isquémica;La actitud indicada en un síndrome coronario agudo con elevación de ST es:;1. Monitorización electrocardiográfica. | 2. Seguimiento de marcadores de daño miocárdico. | 3. Test de esfuerzo. | 4. Scan de perfusión. | 5. Terapia de repercusión.;5;--;NO;--;FACIL
CARDIOLOGIA;MIR 2005-06, P35;7. Cardiopatía isquémica;Hombre de 50 años, infarto anterior extenso. En el ecocardiograma se aprecia depresión severa de la función ventricular, insuficiencia aórtica severa y no se aprecian alteraciones en aorta ascendente. Presenta hipotensión importante y cuadro compatible con edema agudo de pulmón, y ha presentado varias crisis de angor postinfarto durante el ingreso en la unidad coronaria. ¿Cuál de las siguientes actuaciones NO sería correcta?;1. Iniciar tratamiento con dopamina. | 2. Realizar cateterismo cardiaco urgente. | 3. Iniciar tratamiento con furosemida. | 4. Inducción de catéter de contrapulsación aórtico. | 5. Inducción de catéter de termodilución para monitorización de gasto cardíaco y presiones endocavitarias.;4;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2004-05, P28;7. Cardiopatía isquémica;Una mujer de 70 años ingresa con un infarto agudo de miocardio de localización anterior es tratada con activador tisular del plasminógeno. A las 2 horas de dicho tratamiento refiere intenso dolor precordial y elevación marcada del segmento ST en derivaciones V2, V3 y V4. ¿Cuál de las siguientes exploraciones le parece más indicada?:;1. Una determinación urgente de troponina. | 2. Un ecocardiograma transesofágico. | 3. Una angiografía coronaria. | 4. Una gammagrafía de ventilación/perfusión. | 5. Una radiografía de tórax.;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2004-05, P34;7. Cardiopatía isquémica;Señale la respecto al shock:;1. En el shock hipovolémico la presión venosa central y la presión de enclavamiento pulmonar están elevadas. | 2. El shock secundario a insuficiencia suprarrenal no precisa de volumen ni vasopresores para su tratamiento. | 3. El tratamiento inicial del shock séptico debe ser la dobutamina. | 4. El shock se define por hipotensión, gasto cardiaco bajo y resistencias vasculares altas. | 5. El shock cardiogénico es un fallo primario de bomba que produce disminución del aporte de oxígeno a los tejidos y elevación de las presiones vasculares pulmonares.;5;--;NO;--;FACIL
CARDIOLOGIA;MIR 2004-05, P37;7. Cardiopatía isquémica;Un paciente de 68 años de edad ha sido diagnosticado de una estenosis de la arteria coronaria derecha (a nivel proximal) siendo tratado mediante angioplastia coronaria transluminal percutánea. Inmediatamente después de la misma, el paciente presenta un cuadro clínico caracterizado por dolor torácico agudo, alteraciones electrocardiográficas e inestabilidad hemodinámica. ¿Cuál de las siguientes afirmaciones es INCORRECTA?:;1. Es una complicación infrecuente tras la angioplastia percutánea. | 2. La sospecha es una disección intimal de la arteria coronaria y la oclusión de la misma. | 3. Puede ser precisa la cirugía de forma urgente: cortocircuito –bypass- coronario. | 4. Está contraindicada la realización de una nueva coronariografía urgente para confirmar la sospecha clínica de oclusión arterial. | 5. El injerto vascular más frecuentemente utilizado es la arteria mamaria interna.;4;--;NO;--;DIFICIL
CARDIOLOGIA;MIR 2003-04, P32;7. Cardiopatía isquémica;En relación con los factores de riesgo de ateroesclerosis, ¿cuál de las siguientes afirmaciones es la correcta?:;1. Los niveles disminuidos de colesterol HDL son factor de riesgo de ateroesclerosis dependiendo del nivel de colesterol total. | 2. Se ha demostrado de forma definitiva que la terapia sustitutiva con estrógenos en la mujer postmenopáusica disminuye el riesgo cardiovascular. | 3. La hiperfibrinogenemia se considera factor de riesgo. | 4. La diabetes mellitus es factor de riesgo de ateroesclerosis por sus efectos en el árbol microvascular. | 5. Tras abandonar el hábito tabáquico el riesgo cardiovascular se reduce a largo plazo, en un periodo de años.;3;--;NO;--;FACIL
CARDIOLOGIA;MIR 2003-04, P37;7. Cardiopatía isquémica;En el post-operatorio inmediato, un politraumatizado está cianótico y muy hipotenso, auscultándose además muchas sibilancias. La medición de la presión venosa y de la presión capilar o de enclavamiento pulmonar están muy elevadas. ¿Qué medida terapéutica NO necesitaría en absoluto?:;1. Oxigenoterapia. | 2. Noradrenalina. | 3. Reposición de la volemia. | 4. Diuréticos. | 5. Estimulantes beta2-adrenérgicos.;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2002-03, P92;7. Cardiopatía isquémica;Un hombre de 74 años con un infarto agudo de miocardio es tratado con estreptoquinasa. Seis horas después desarrolla un cuadro de hipotensión arterial severa y obnubilación. ¿Cuál de las siguientes complicaciones es MENOS probable que sea la causa?:;1. Infarto ventricular derecho. | 2. Tromboembolismo pulmonar. | 3. Rotura del músculo papilar. | 4. Rotura de la pared libre ventricular. | 5. Hemorragia cerebral.;2;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2002-03, P91;7. Cardiopatía isquémica;Como sabe, el balón intraaórtico de contrapulsación es un sistema mecánico de asistencia ventricular en los casos de shock cardiogénico. Consta de un catéter provisto de un balón, que se hincha de acuerdo con el ciclo cardiaco. ¿Qué efectos produce su funcionamiento sobre el aparato circulatorio?;1. Aumentar la presión arterial por vasoconstricción periférica. | 2. Aumentar la tensión de la pared del ventrículo izquierdo durante la sístole, lo que supone un efecto adverso por aumentar el consumo de oxígeno. | 3. Mejoría de la perfusión miocárdica y la pulsatilidad que produce vasodilatación periférica, mejorando el flujo renal. | 4. Disminuye la presión diastólica coronaria, por efecto de la vasodilatación, empeorando el flujo en pacientes con patología coronaria. | 5. Mejora el volumen minuto como consecuencia de un aumento de la precarga.;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2002-03, P101;7. Cardiopatía isquémica;En la valoración de dolor torácico agudo en el servicio de urgencias, con ECG inicial normal o inespecífico, con frecuencia los médicos practicamos maniobras terapéuticas para establecer o excluir el diagnóstico de isquemia miocárdica. Respecto de estas maniobras, ¿cuál de las siguientes afirmaciones es cierta?;1. El alivio del dolor torácico con antiácidos indica patología gastro-esofágica en varones. | 2. El alivio del dolor torácico con antiácidos indica patología gastro-esofágica en mujeres. | 3. La ausencia de mejoría de dolor torácico con nitroglicerina excluye la isquemia miocárdica en hombres y mujeres. | 4. La decisión diagnóstica no debe estar determinada por la respuesta a una maniobra terapéutica. | 5. La reproducción del dolor con la presión sobre el tórax indica patología osteomuscular y excluye el diagnóstico de angina.;4;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2001-02, P40;7. Cardiopatía isquémica;Hombre de 50 años de edad tratado mediante angioplastia coronaria transluminal percutánea ACTP sobre una obstrucción del 90% de la coronaria derecha proximal, con buen resultado inicial. A los 3 meses el paciente presenta angina recurrente. El cateterismo revela obstrucción severa de la coronaria derecha proximal. ¿Cuál de las siguientes afirmaciones sobre el estado actual de este enfermo es correcta?;1. La reestenosis es muy frecuente y por eso se utiliza la implantación de conductos expansivos (stent), con lo que esta complicación es rara. | 2. Si el paciente hubiera sido tratado diariamente con aspirina desde la ACTP inicial, este problema se hubiera reducido. | 3. Debería haberse administrado un hipolipemiante para prevenir el problema. | 4. La administración de anticoagulantes orales durante 6 meses después de la ACTP previene esta complicación. | 5. Probablemente, la hiperplasia del músculo liso de las arterias coronarias contribuyó al problema actual.;5;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2001-02, P49;7. Cardiopatía isquémica;¿Cuál de los siguientes injertos para revascularización coronaria presenta una mayor permeabilidad a largo plazo?;1. Arteria mamaria interna izquierda | 2. Arteria epigástrica | 3. Arteria radial | 4. Arteria gastroeplipoica | 5. Arteria mamaria interna derecha;1;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2001-02, P41;7. Cardiopatía isquémica;Un hombre de 58 años, previamente sano, ingresa con dolor retroesternal severo, en reposo de 4 horas de duración, irradiado a la mandíbula. El ECG muestra elevación marcada de ST en II, III, y aVF. La troponina está muy elevada. Al cabo de unas horas aparece marcada oliguria e hipotensión (TA 90/60 mmHg). Se le coloca un catéter de Swang-Ganz y se miden las siguientes presiones: Presión capilar pulmonar enclavada: 4 mmHg, Presión libre en la arteria pulmonar: 22/4 mmHg, Presión media de la aurícula derecha: 11 mmHg. ¿Cuál de los siguientes tratamientos es el más adecuado para este paciente?;1. Líquidos intravenosos. | 2. Digoxina i.v. | 3. Noradrenalina i.v. | 4. Dopamina i.v. | 5. Balón de contrapulsación intratorácica.;1;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2000-01 FAM, P60;7. Cardiopatía isquémica;Un paciente de cincuenta años, con buen estado general, nos refiere que es aficionado a correr, pero que lo ha dejado porque desde hace un mes y medio nota opresión precordial cuando lleva corridos uno o dos kilómetros. ¿Cuál es, entre las siguientes, la actitud correcta?;1. Solicitar una prueba de esfuerzo y si se confirma la existencia de isquemia coronaria, indicar un tratamiento médico adecuado. | 2. Se trata de un caso leve de isquemia coronaria, dado que se presenta después de un considerable esfuerzo y por ello indicaremos tratamiento médico con betabloqueantes y/o inhibidores del calcio. | 3. Por tratarse de un caso de angina estable no creemos que esté indicada la cirugía, por ello indicaremos tratamiento con aspirina. | 4. Contraindicaremos los esfuerzos excesivos, controlaremos el colesterol y haremos electrocardiogramas de control periódicamente. | 5. Solicitar prueba de esfuerzo y si se confirma la existencia de isquemia coronaria, indicaremos la realización de una coronariografía, tras lo cual se realizará, si fuera;5;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2000-01, P47;7. Cardiopatía isquémica;Paciente de 73 años de edad, sin antecedentes personales de interés, acude a un servicio de urgencias por sufrir dolor torácico intenso con irradiación a cuello de 4 horas de duración. En el electrocardiograma se objetiva elevación del segmento ST en I, aVL, V5 y V6. No existe ninguna contraindicación médica para la anticoagulación. ¿Cuál sería la estrategia óptima para tratar a este enfermo?:;1. Tratamiento trombolítico con activador tisular del plasminógeno intracoronario únicamente. | 2. Tratamiento trombolítico con activador tisular del plasminógeno intravenoso más aspirina. | 3. Tratamiento trombolítico con activador tisular del plasminógeno intravenoso más heparina. | 4. Tratamiento trombolítico con activador tisular del plasminógeno intravenosos, heparina y aspirina. | 5. Heparina de bajo peso molecular en dosis terapéuticas y aspirina.;4;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2000-01, P48;7. Cardiopatía isquémica;Un paciente de 75 años acaba de tener un infarto de miocardio anterior con una zona de acinesia muy intensa. ¿Cuál será la técnica de elección para detectar la presencia de trombo interventricular?;1. Tomografía computarizada. | 2. Angiografía. | 3. Resonancia magnética. | 4. Ecocardografía. | 5. Gammagrafía.;4;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2000-01, P252;7. Cardiopatía isquémica;¿Cuál es la arritmia final más frecuente que lleva a la muerte súbita en los pacientes con infarto agudo de miocardio?;1. Bradicardia por disociación electromecánica. | 2. Fibrilación ventricular primaria. | 3. Taquicardia ventricular sostenida rápida. | 4. Taquicardia ventricular en “torsades de pointes”. | 5. Fibrilación auricular con frecuencias ventriculares medias superiores a 180 latidos por minuto.;2;--;NO;--;FACIL
CARDIOLOGIA;MIR 2000-01 FAM, P55;7. Cardiopatía isquémica;Mujer de 81 años que consulta por disnea de 2 días de evolución. La exploración física y la Rx de tórax muestran signos de insuficiencia cardiaca. El día previo a comenzar con los síntomas había tenido un episodio de dolor centrotóracico de 4 días de duración. ¿La determinación de cuál de los siguientes marcadores cardiacos séricos sería más útil para confirmar el diagnóstico de infarto de miocardio?;1. CPK | 2. CPK-MB | 3. Troponina T | 4. LDH | 5. Mioglobina;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2000-01 FAM, P47;7. Cardiopatía isquémica;Un paciente de 61 años presenta un dolor anginoso típico de 35 minutos de duración, siendo atendido en Centro Extrahospitalario. TA 110/60. Pulso arterial 86 l.p.m., no signos de insuficiencia cardíaca. Todas las siguientes medidas pueden recomendarse EXCEPTO una:;1. Canalizar una vía periférica. | 2. Tratar el dolor con cloruro mórfico. | 3. Poner un antiarrítmico parenteral. | 4. Dar una aspirina oral. | 5. Administrar oxígeno.;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2024-25, P46;8. Hipertensión arterial;Hombre de 79 años de edad con antecedentes de hipertensión arterial, hiperuricemia y artrosis que acude a urgencias por presentar posible reacción adversa farmacológica. No refiere antecedentes alergológicos de interés. Después de una excursión en barco sin protección solar presenta un cuadro cutáneo agudo facial, principalmente en párpados superiores e inferiores, consistentes en eritema y edema intenso bilateral. El paciente estaba realizando tratamiento médico de forma habitual con hidroclorotiazida 25 mg, amlodipino 5 mg, atorvastatina 10 mg y apixaban 5 mg. ¿Cuál de los cuatro fármacos descritos es más probable que sea el responsable de una posible reacción de fotosensibilidad?;1. Hidroclorotiazida. | 2. Amlodipino. | 3. Atorvastatina. | 4. Apixaban;1;--;NO;--;DIFICIL
CARDIOLOGIA;MIR 2021-22, P126b;8. Hipertensión arterial;Varón de 58 años con antecedentes de hipertensión arterial de 6 años de evolución, que consulta por mal control de las cifras de presión arterial a pesar de recibir tratamiento con un inhibidor de la enzima convertidora de angiotensina, un diurético y un calcioantagonista. En consulta presenta cifras de 149/100 mmHg. Analítica: creatinina 1,2 mg/dl, potasio 2,2 mEq/l y alcalosis metabólica compensada, resto del estudio bioquímico, hemograma, coagulación y sedimento urinario normal. Señale la afirmación correcta:;1. El origen de la hipertensión en este caso es la secreción excesiva de aldosterona causada por una hiperfunción autónoma de la médula suprarrenal. | 2. En la mayoría de los casos el sustrato anatómico es una hiperplasia bilateral de la corteza suprarrenal. | 3. La TC forma parte del estudio diagnóstico en caso de haber una confirmación bioquímica. | 4. La espironolactona está contraindicada en el manejo de esta patología;3;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2021-22, P193;8. Hipertensión arterial;Según las recomendaciones preventivas cardiovasculares del Programa de Actividades Preventivas y Promoción de la Salud (PAPPS), indique la opción correcta sobre la periodicidad del cribado de hipertensión arterial en personas mayores de 40 años:;1. Se recomienda tomar la presión arterial anualmente. | 2. Se recomienda tomar la presión arterial cada dos años. | 3. Se recomienda tomar la presión arterial cada tres años. | 4. Se recomienda tomar la presión arterial cada cuatro años.;1;--;NO;--;FACIL
CARDIOLOGIA;MIR 2020-21, P25;8. Hipertensión arterial;Pregunta asociada a la imagen 25. Varón de 59 años que consulta por hipertensión arterial de al menos 5 años de evolución, actualmente en tratamiento con valsartán /hidroclorotiazida y amlodipino a dosis plenas. Aporta cifras de presión arterial ambulatoria de 143/88 mmHg. Con motivo de un episodio de diverticulitis le habían realizado una TC abdominal hace un mes donde llama la atención la imagen adjunta. Con estos datos clínicos y radiológicos, señale la respuesta correcta:;1. No es preciso realizar ningún estudio adicional. | 2. Está indicada la determinación de renina plasmática y aldosterona. | 3. El hallazgo en dos analíticas sucesivas de cifras de potasio <3,5 mEq confirmaría el diagnóstico de sospecha. | 4. La ausencia de hipopotasemia y alcalosis metabólica, descarta el diagnóstico de sospecha.;2;--;NO;imagenes/CARDIOLOGIA_ordenadas_por_temas_(hasta_2025)/8._Hipertension_arterial/MIR_2020-21,_P25_p113_1.png;MEDIO
CARDIOLOGIA;MIR 2020-21, P38;8. Hipertensión arterial;Paciente de 72 años de edad que acude a urgencias por presentar aparatoso e importante angioedema lingual. No presenta urticaria asociada ni refiere antecedentes de alergia a fármacos o alimentos. Entre sus antecedentes personales destacan diabetes mellitus tipo 2, dislipemia, hipertensión arterial, hipotiroidismo y enfermedad de Parkinson. En tratamiento habitual con metformina, simvastatina, enalapril, tiroxina y levodopa. ¿Cuál de los siguientes fármacos es con mayor probabilidad el fármaco causal del cuadro clínico descrito?:;1. Enalapril. | 2. Simvastatina. | 3. Metformina o levodopa por igual. | 4. Levodopa.;1;--;NO;--;MEDIO
CARDIOLOGIA;MIR 2020-21, P134;8. Hipertensión arterial;Mujer de 53 años de edad con antecedentes personales de obesidad y migraña. En repetidas ocasiones se le ha tomado la presión arterial en la consulta médica y de enfermería presentando cifras inferiores a 140/90 mmHg. Sin embargo, se ha comprado un aparato homologado para la toma de la presión arterial y se le ha enseñado a utilizarlo correctamente. Acude mostrando registros de presión arterial tomados en su domicilio a lo largo de varias semanas con valores superiores a 140/90 mmHg. Señale la respuesta correcta:;1. Presenta una hipertensión arterial secundaria. | 2. Presenta una hipertensión arterial enmascarada. | 3. Presenta una hipertensión clínica aislada. | 4. Presenta una hipertensión arterial refractaria.;2;--;NO;--;DIFICIL
CARDIOLOGIA;MIR 2019-20, P24;8. Hipertensión arterial;Pregunta vinculada a la imagen nº 24 A un paciente de 55 años se le solicita una MAPA (Monitorización Ambulatoria de la Presión Arterial) de 24 horas, por presentar en consulta valores de presión arterial en la categoría normal-alta, para descartar una hipertensión arterial enmascarada. El resultado del estudio se observa en la imagen. Los promedios de presión arterial fueron: media de 24 horas 121/73 mmHg, media en el periodo diurno 124/75 mmHg, media en el periodo nocturno 111/65 mmHg. La presión arterial sistólica nocturna descendió un 10,4 % de la media de los valores diurnos y la presión arterial diastólica nocturna descendió un 13,9 % de la media de los valores diurnos. De las siguientes opciones ¿cuál se corresponde mejor con la MAPA realizada?:;1. Normotensión y patrón dipper. | 2. Normotensión y patrón no dipper. | 3. Hipertensión y patrón dipper. | 4. Hipertensión y patrón no dipper.;1;--;NO;imagenes/CARDIOLOGIA_ordenadas_por_temas_(hasta_2025)/8._Hipertension_arterial/MIR_2019-20,_P24_p114_1.png;DIFICIL
CARDIOLOGIA;MIR 2019-20, P152;8. Hipertensión arterial;Señale cuál de los siguientes grupos terapéuticos ha demostrado disminuir la morbimortalidad cardiovascular y total en pacientes hipertensos, mayores de 55 años y con antecedentes de episodios cardiovasculares o diabetes:;1. Bloqueantes de los canales del calcio (calcioantagonistas). | 2. Diuréticos. | 3. Inhibidores del enzima convertidor de angiotensina. | 4. Betabloqueantes.;3;--;NO;--;FACIL
